stateAbbrev,countyName,FIPS,totalVotes,VAP,state,turnoutPerc,nNonVote,percFromMean
AL,Autauga County,01001,24973.0,40690.0,Alabama,61.373801916932905,15717.0,5.873801916932905
AL,Baldwin County,01003,95215.0,151770.0,Alabama,62.736377413191015,56555.0,7.236377413191015
AL,Barbour County,01005,10469.0,20375.0,Alabama,51.38159509202453,9906.0,-4.118404907975467
AL,Bibb County,01007,8819.0,17590.0,Alabama,50.13644115974986,8771.0,-5.363558840250143
AL,Blount County,01009,25588.0,42430.0,Alabama,60.306386990337025,16842.0,4.806386990337025
AL,Bullock County,01011,4710.0,8195.0,Alabama,57.474069554606466,3485.0,1.9740695546064657
AL,Butler County,01013,8732.0,15425.0,Alabama,56.60940032414911,6693.0,1.1094003241491066
AL,Calhoun County,01015,47864.0,88525.0,Alabama,54.06834227619317,40661.0,-1.431657723806829
AL,Chambers County,01017,13900.0,26480.0,Alabama,52.49244712990937,12580.0,-3.0075528700906276
AL,Cherokee County,01019,10733.0,20505.0,Alabama,52.34333089490369,9772.0,-3.156669105096313
AL,Chilton County,01021,18369.0,31555.0,Alabama,58.21264458881318,13186.0,2.712644588813177
AL,Choctaw County,01023,7292.0,10515.0,Alabama,69.34854969091774,3223.0,13.848549690917736
AL,Clarke County,01025,13031.0,19195.0,Alabama,67.88747069549362,6164.0,12.387470695493619
AL,Clay County,01027,6624.0,10360.0,Alabama,63.938223938223935,3736.0,8.438223938223935
AL,Cleburne County,01029,6593.0,11295.0,Alabama,58.370960602036305,4702.0,2.8709606020363054
AL,Coffee County,01031,20767.0,37955.0,Alabama,54.714793834804375,17188.0,-0.7852061651956248
AL,Colbert County,01033,24915.0,42235.0,Alabama,58.99135787853675,17320.0,3.4913578785367534
AL,Conecuh County,01035,6585.0,9825.0,Alabama,67.02290076335878,3240.0,11.522900763358777
AL,Coosa County,01037,5252.0,8755.0,Alabama,59.988577955454026,3503.0,4.488577955454026
AL,Covington County,01039,15940.0,29295.0,Alabama,54.41201570233828,13355.0,-1.0879842976617198
AL,Crenshaw County,01041,6267.0,10535.0,Alabama,59.48742287612719,4268.0,3.987422876127191
AL,Cullman County,01043,37873.0,61625.0,Alabama,61.45720081135902,23752.0,5.957200811359023
AL,Dale County,01045,18749.0,37405.0,Alabama,50.12431493115893,18656.0,-5.375685068841072
AL,Dallas County,01047,18792.0,30615.0,Alabama,61.38167564919157,11823.0,5.881675649191571
AL,DeKalb County,01049,25826.0,49580.0,Alabama,52.08955223880597,23754.0,-3.4104477611940283
AL,Elmore County,01051,37260.0,61485.0,Alabama,60.60014637716517,24225.0,5.100146377165167
AL,Escambia County,01053,14845.0,29330.0,Alabama,50.61370610296625,14485.0,-4.886293897033752
AL,Etowah County,01055,44164.0,78780.0,Alabama,56.05991368367606,34616.0,0.5599136836760579
AL,Fayette County,01057,8249.0,13155.0,Alabama,62.706195362979855,4906.0,7.206195362979855
AL,Franklin County,01059,12040.0,21935.0,Alabama,54.88944609072259,9895.0,-0.6105539092774066
AL,Geneva County,01061,11758.0,20515.0,Alabama,57.31416037046064,8757.0,1.814160370460641
AL,Greene County,01063,4880.0,6595.0,Alabama,73.99545109931766,1715.0,18.495451099317663
AL,Hale County,01065,8040.0,11565.0,Alabama,69.52010376134889,3525.0,14.020103761348892
AL,Henry County,01067,8072.0,13335.0,Alabama,60.53243344581928,5263.0,5.032433445819279
AL,Houston County,01069,42639.0,78085.0,Alabama,54.605878209643336,35446.0,-0.8941217903566638
AL,Jackson County,01071,20984.0,40730.0,Alabama,51.51976430149767,19746.0,-3.9802356985023266
AL,Jefferson County,01073,304191.0,491015.0,Alabama,61.95146787776341,186824.0,6.451467877763413
AL,Lamar County,01075,6966.0,10960.0,Alabama,63.558394160583944,3994.0,8.058394160583944
AL,Lauderdale County,01077,39525.0,72735.0,Alabama,54.34110125799134,33210.0,-1.1588987420086596
AL,Lawrence County,01079,14829.0,25995.0,Alabama,57.045585689555686,11166.0,1.5455856895556863
AL,Lee County,01081,59191.0,115345.0,Alabama,51.316485326628815,56154.0,-4.183514673371185
AL,Limestone County,01083,40294.0,67250.0,Alabama,59.916728624535324,26956.0,4.416728624535324
AL,Lowndes County,01085,6684.0,8100.0,Alabama,82.51851851851852,1416.0,27.01851851851852
AL,Macon County,01087,9140.0,16035.0,Alabama,57.00031181789835,6895.0,1.5003118178983499
AL,Madison County,01089,163389.0,261510.0,Alabama,62.47906389813009,98121.0,6.979063898130093
AL,Marengo County,01091,10994.0,15310.0,Alabama,71.8092749836708,4316.0,16.309274983670804
AL,Marion County,01093,12984.0,23725.0,Alabama,54.72708113804005,10741.0,-0.7729188619599512
AL,Marshall County,01095,35316.0,65925.0,Alabama,53.569965870307165,30609.0,-1.9300341296928352
AL,Mobile County,01097,172737.0,308975.0,Alabama,55.906464924346636,136238.0,0.4064649243466363
AL,Monroe County,01099,10271.0,16820.0,Alabama,61.06420927467301,6549.0,5.564209274673011
AL,Montgomery County,01101,95878.0,168750.0,Alabama,56.8165925925926,72872.0,1.316592592592599
AL,Morgan County,01103,50644.0,88065.0,Alabama,57.50752285243854,37421.0,2.007522852438541
AL,Perry County,01105,5278.0,7625.0,Alabama,69.21967213114753,2347.0,13.719672131147533
AL,Pickens County,01107,9542.0,15585.0,Alabama,61.225537375681746,6043.0,5.725537375681746
AL,Pike County,01109,13168.0,25630.0,Alabama,51.37729223566133,12462.0,-4.122707764338671
AL,Randolph County,01111,10187.0,17375.0,Alabama,58.63021582733813,7188.0,3.1302158273381266
AL,Russell County,01113,19256.0,43135.0,Alabama,44.64124261040918,23879.0,-10.85875738959082
AL,St. Clair County,01115,38400.0,65815.0,Alabama,58.345361999544174,27415.0,2.845361999544174
AL,Shelby County,01117,101254.0,149210.0,Alabama,67.86006299845855,47956.0,12.360062998458545
AL,Sumter County,01119,6411.0,10390.0,Alabama,61.703561116458125,3979.0,6.2035611164581255
AL,Talladega County,01121,33407.0,62160.0,Alabama,53.743564993564995,28753.0,-1.7564350064350052
AL,Tallapoosa County,01123,19486.0,31945.0,Alabama,60.99859132884645,12459.0,5.498591328846452
AL,Tuscaloosa County,01125,82700.0,155400.0,Alabama,53.217503217503214,72700.0,-2.2824967824967857
AL,Walker County,01127,29472.0,50325.0,Alabama,58.563338301043224,20853.0,3.063338301043224
AL,Washington County,01129,8533.0,12865.0,Alabama,66.32724446171784,4332.0,10.82724446171784
AL,Wilcox County,01131,6118.0,8520.0,Alabama,71.8075117370892,2402.0,16.3075117370892
AL,Winston County,01133,10313.0,18770.0,Alabama,54.944059669685664,8457.0,-0.5559403303143355
AZ,Apache County,04001,27661.0,50380.0,Arizona,54.90472409686383,22719.0,-0.5952759031361694
AZ,Cochise County,04003,50015.0,92915.0,Arizona,53.82876822902652,42900.0,-1.6712317709734776
AZ,Coconino County,04005,59784.0,104265.0,Arizona,57.33851244425262,44481.0,1.838512444252622
AZ,Gila County,04007,36697.0,41290.0,Arizona,88.87624122063454,4593.0,33.37624122063454
AZ,Graham County,04009,20306.0,25960.0,Arizona,78.22033898305085,5654.0,22.72033898305085
AZ,Greenlee County,04011,5192.0,6355.0,Arizona,81.69944925255705,1163.0,26.199449252557045
AZ,La Paz County,04012,5951.0,15245.0,Arizona,39.03574942604133,9294.0,-16.464250573958672
AZ,Maricopa County,04013,1567834.0,2723565.0,Arizona,57.56550697339699,1155731.0,2.0655069733969924
AZ,Mohave County,04015,79943.0,157930.0,Arizona,50.61926169822073,77987.0,-4.880738301779267
AZ,Navajo County,04017,40294.0,76280.0,Arizona,52.82380702674357,35986.0,-2.676192973256427
AZ,Pima County,04019,421640.0,720405.0,Arizona,58.52818900479592,298765.0,3.0281890047959195
AZ,Pinal County,04021,129546.0,278220.0,Arizona,46.562432607289196,148674.0,-8.937567392710804
AZ,Santa Cruz County,04023,16433.0,27155.0,Arizona,60.51555882894495,10722.0,5.015558828944947
AZ,Yavapai County,04025,114450.0,173100.0,Arizona,66.11785095320624,58650.0,10.617850953206244
AZ,Yuma County,04027,53010.0,120510.0,Arizona,43.988050784167285,67500.0,-11.511949215832715
AR,Arkansas County,05001,6212.0,14105.0,Arkansas,44.041120170152425,7893.0,-11.458879829847575
AR,Ashley County,05003,8083.0,15710.0,Arkansas,51.45130490133673,7627.0,-4.0486950986632735
AR,Baxter County,05005,19766.0,33485.0,Arkansas,59.02941615648798,13719.0,3.529416156487983
AR,Benton County,05007,96824.0,162105.0,Arkansas,59.72918787205823,65281.0,4.229187872058233
AR,Boone County,05009,16111.0,28885.0,Arkansas,55.77635450926086,12774.0,0.27635450926086236
AR,Bradley County,05011,3653.0,7935.0,Arkansas,46.03654694391934,4282.0,-9.46345305608066
AR,Calhoun County,05013,2269.0,4180.0,Arkansas,54.2822966507177,1911.0,-1.2177033492823028
AR,Carroll County,05015,10758.0,20185.0,Arkansas,53.29700272479564,9427.0,-2.2029972752043605
AR,Chicot County,05017,4176.0,8450.0,Arkansas,49.42011834319527,4274.0,-6.07988165680473
AR,Clark County,05019,8526.0,17945.0,Arkansas,47.51184173864586,9419.0,-7.988158261354137
AR,Clay County,05021,5200.0,11940.0,Arkansas,43.551088777219434,6740.0,-11.948911222780566
AR,Cleburne County,05023,12085.0,20350.0,Arkansas,59.385749385749385,8265.0,3.885749385749385
AR,Cleveland County,05025,3354.0,6380.0,Arkansas,52.5705329153605,3026.0,-2.929467084639498
AR,Columbia County,05027,8887.0,18515.0,Arkansas,47.998919794761,9628.0,-7.501080205238999
AR,Conway County,05029,7927.0,15890.0,Arkansas,49.88672120830711,7963.0,-5.613278791692892
AR,Craighead County,05031,35573.0,74820.0,Arkansas,47.54477412456563,39247.0,-7.9552258754343725
AR,Crawford County,05033,22450.0,45050.0,Arkansas,49.83351831298557,22600.0,-5.666481687014432
AR,Crittenden County,05035,15952.0,35100.0,Arkansas,45.44729344729345,19148.0,-10.052706552706553
AR,Cross County,05037,6874.0,13030.0,Arkansas,52.75518035303146,6156.0,-2.744819646968537
AR,Dallas County,05039,2771.0,5865.0,Arkansas,47.2463768115942,3094.0,-8.253623188405797
AR,Desha County,05041,4257.0,8900.0,Arkansas,47.831460674157306,4643.0,-7.668539325842694
AR,Drew County,05043,6595.0,14380.0,Arkansas,45.862308762169675,7785.0,-9.637691237830325
AR,Faulkner County,05045,47527.0,89725.0,Arkansas,52.96962942323768,42198.0,-2.530370576762323
AR,Franklin County,05047,6770.0,13540.0,Arkansas,50.0,6770.0,-5.5
AR,Fulton County,05049,4772.0,9640.0,Arkansas,49.50207468879668,4868.0,-5.997925311203318
AR,Garland County,05051,40805.0,75220.0,Arkansas,54.24754054772667,34415.0,-1.252459452273328
AR,Grant County,05053,7445.0,13725.0,Arkansas,54.24408014571949,6280.0,-1.2559198542805134
AR,Greene County,05055,14600.0,32795.0,Arkansas,44.51898155206586,18195.0,-10.98101844793414
AR,Hempstead County,05057,7049.0,15120.0,Arkansas,46.620370370370374,8071.0,-8.879629629629626
AR,Hot Spring County,05059,11944.0,26090.0,Arkansas,45.77999233422768,14146.0,-9.720007665772322
AR,Howard County,05061,4674.0,9405.0,Arkansas,49.696969696969695,4731.0,-5.8030303030303045
AR,Independence County,05063,13614.0,27650.0,Arkansas,49.2368896925859,14036.0,-6.263110307414102
AR,Izard County,05065,5448.0,10835.0,Arkansas,50.2814951545916,5387.0,-5.218504845408397
AR,Jackson County,05067,5156.0,13885.0,Arkansas,37.13359740727404,8729.0,-18.36640259272596
AR,Jefferson County,05069,25894.0,54905.0,Arkansas,47.16146070485384,29011.0,-8.338539295146163
AR,Johnson County,05071,9112.0,18200.0,Arkansas,50.06593406593407,9088.0,-5.434065934065927
AR,Lafayette County,05073,2860.0,5630.0,Arkansas,50.799289520426285,2770.0,-4.700710479573715
AR,Lawrence County,05075,5685.0,13080.0,Arkansas,43.46330275229357,7395.0,-12.036697247706428
AR,Lee County,05077,3026.0,7835.0,Arkansas,38.6215698787492,4809.0,-16.8784301212508
AR,Lincoln County,05079,3826.0,11170.0,Arkansas,34.25246195165622,7344.0,-21.247538048343777
AR,Little River County,05081,5227.0,9740.0,Arkansas,53.6652977412731,4513.0,-1.8347022587268995
AR,Logan County,05083,7921.0,16795.0,Arkansas,47.16284608514439,8874.0,-8.337153914855612
AR,Lonoke County,05085,27100.0,51700.0,Arkansas,52.41779497098646,24600.0,-3.0822050290135365
AR,Madison County,05087,6841.0,11800.0,Arkansas,57.97457627118644,4959.0,2.474576271186443
AR,Marion County,05089,7107.0,13450.0,Arkansas,52.84014869888476,6343.0,-2.659851301115239
AR,Miller County,05091,16091.0,32845.0,Arkansas,48.99071395950678,16754.0,-6.5092860404932225
AR,Mississippi County,05093,13204.0,31765.0,Arkansas,41.56776326145128,18561.0,-13.932236738548717
AR,Monroe County,05095,2884.0,5910.0,Arkansas,48.79864636209814,3026.0,-6.70135363790186
AR,Montgomery County,05097,3559.0,7140.0,Arkansas,49.845938375350144,3581.0,-5.654061624649856
AR,Nevada County,05099,3246.0,6670.0,Arkansas,48.665667166416796,3424.0,-6.834332833583204
AR,Newton County,05101,3753.0,6365.0,Arkansas,58.9630793401414,2612.0,3.463079340141398
AR,Ouachita County,05103,9935.0,18910.0,Arkansas,52.538339502908514,8975.0,-2.9616604970914864
AR,Perry County,05105,4306.0,7980.0,Arkansas,53.95989974937343,3674.0,-1.5401002506265726
AR,Phillips County,05107,6953.0,14485.0,Arkansas,48.001380738695204,7532.0,-7.498619261304796
AR,Pike County,05109,3981.0,8135.0,Arkansas,48.936693300553166,4154.0,-6.563306699446834
AR,Poinsett County,05111,7722.0,18205.0,Arkansas,42.41691842900302,10483.0,-13.083081570996981
AR,Polk County,05113,8231.0,15020.0,Arkansas,54.80026631158456,6789.0,-0.6997336884154421
AR,Pope County,05115,22569.0,46645.0,Arkansas,48.38460713902884,24076.0,-7.115392860971163
AR,Prairie County,05117,3444.0,6605.0,Arkansas,52.14231642694928,3161.0,-3.3576835730507213
AR,Pulaski County,05119,159776.0,286890.0,Arkansas,55.69242566837463,127114.0,0.19242566837463215
AR,Randolph County,05121,6379.0,13545.0,Arkansas,47.09486895533407,7166.0,-8.405131044665929
AR,St. Francis County,05123,7430.0,20330.0,Arkansas,36.546974913920316,12900.0,-18.953025086079684
AR,Saline County,05125,52100.0,86485.0,Arkansas,60.24166040353819,34385.0,4.741660403538191
AR,Scott County,05127,3510.0,7845.0,Arkansas,44.74187380497132,4335.0,-10.75812619502868
AR,Searcy County,05129,3728.0,6330.0,Arkansas,58.89415481832544,2602.0,3.3941548183254397
AR,Sebastian County,05131,44637.0,89030.0,Arkansas,50.137032460968214,44393.0,-5.362967539031786
AR,Sevier County,05133,4562.0,10065.0,Arkansas,45.325384997516146,5503.0,-10.174615002483854
AR,Sharp County,05135,7249.0,13360.0,Arkansas,54.25898203592814,6111.0,-1.2410179640718582
AR,Stone County,05137,5618.0,9985.0,Arkansas,56.26439659489234,4367.0,0.7643965948923395
AR,Union County,05139,16894.0,30045.0,Arkansas,56.228989848560495,13151.0,0.7289898485604951
AR,Van Buren County,05141,7339.0,13355.0,Arkansas,54.95320104829652,6016.0,-0.5467989517034795
AR,Washington County,05143,81861.0,147315.0,Arkansas,55.568679360553915,65454.0,0.0686793605539151
AR,White County,05145,27219.0,58925.0,Arkansas,46.192617734408145,31706.0,-9.307382265591855
AR,Woodruff County,05147,2571.0,5335.0,Arkansas,48.191190253045924,2764.0,-7.308809746954076
AR,Yell County,05149,6439.0,14670.0,Arkansas,43.89229720518064,8231.0,-11.60770279481936
CA,Alameda County,06001,654266.0,1040380.0,California,62.88721428708741,386114.0,7.38721428708741
CA,Alpine County,06003,602.0,895.0,California,67.26256983240224,293.0,11.762569832402235
CA,Amador County,06005,17734.0,30240.0,California,58.64417989417989,12506.0,3.144179894179892
CA,Butte County,06007,95564.0,170635.0,California,56.00492278840801,75071.0,0.5049227884080096
CA,Calaveras County,06009,23136.0,35475.0,California,65.21775898520085,12339.0,9.717758985200845
CA,Colusa County,06011,6632.0,12230.0,California,54.227309893704,5598.0,-1.2726901062959968
CA,Contra Costa County,06013,466175.0,730755.0,California,63.79361071768239,264580.0,8.293610717682391
CA,Del Norte County,06015,9558.0,21065.0,California,45.37384286731545,11507.0,-10.126157132684547
CA,El Dorado County,06017,93591.0,136940.0,California,68.34453045129254,43349.0,12.844530451292542
CA,Fresno County,06019,282319.0,566160.0,California,49.865585700155435,283841.0,-5.634414299844565
CA,Glenn County,06021,9470.0,16830.0,California,56.268568033273915,7360.0,0.7685680332739153
CA,Humboldt County,06023,59246.0,105070.0,California,56.38717045779005,45824.0,0.8871704577900488
CA,Imperial County,06025,48091.0,99250.0,California,48.4544080604534,51159.0,-7.045591939546597
CA,Inyo County,06027,8086.0,13695.0,California,59.04344651332604,5609.0,3.543446513326039
CA,Kern County,06029,244163.0,504215.0,California,48.42438245589679,260052.0,-7.07561754410321
CA,Kings County,06031,33915.0,91830.0,California,36.93237504083633,57915.0,-18.567624959163673
CA,Lake County,06033,24496.0,48020.0,California,51.01207830070804,23524.0,-4.4879216992919595
CA,Lassen County,06035,10524.0,25265.0,California,41.65446269542846,14741.0,-13.845537304571543
CA,Los Angeles County,06037,3434308.0,6123490.0,California,56.084161156464695,2689182.0,0.5841611564646954
CA,Madera County,06039,43112.0,88435.0,California,48.74992932662408,45323.0,-6.750070673375923
CA,Marin County,06041,139273.0,182750.0,California,76.20957592339262,43477.0,20.70957592339262
CA,Mariposa County,06043,8877.0,14060.0,California,63.136557610241816,5183.0,7.636557610241816
CA,Mendocino County,06045,37477.0,61790.0,California,60.652209095322874,24313.0,5.152209095322874
CA,Merced County,06047,70789.0,145565.0,California,48.63050870745028,74776.0,-6.869491292549718
CA,Modoc County,06049,3788.0,6790.0,California,55.7879234167894,3002.0,0.2879234167893969
CA,Mono County,06051,5276.0,9335.0,California,56.51847884306373,4059.0,1.0184788430637326
CA,Monterey County,06053,133408.0,229575.0,California,58.11085701840357,96167.0,2.6108570184035713
CA,Napa County,06055,61372.0,92980.0,California,66.00559260055925,31608.0,10.505592600559254
CA,Nevada County,06057,54935.0,78225.0,California,70.22690955576861,23290.0,14.726909555768614
CA,Orange County,06059,1197521.0,1987335.0,California,60.25763145116449,789814.0,4.757631451164492
CA,Placer County,06061,182839.0,271235.0,California,67.40981068077497,88396.0,11.909810680774967
CA,Plumas County,06063,9676.0,15145.0,California,63.88907230108947,5469.0,8.38907230108947
CA,Riverside County,06065,751391.0,1453255.0,California,51.70400239462448,701864.0,-3.7959976053755184
CA,Sacramento County,06067,559330.0,999780.0,California,55.94530796775291,440450.0,0.44530796775291037
CA,San Benito County,06069,21924.0,35765.0,California,61.30015378163009,13841.0,5.800153781630087
CA,San Bernardino County,06071,653983.0,1311445.0,California,49.86736004941115,657462.0,-5.632639950588853
CA,San Diego County,06073,1306400.0,2174370.0,California,60.08177081177537,867970.0,4.581770811775371
CA,San Francisco County,06075,405792.0,627260.0,California,64.69279086822051,221468.0,9.192790868220513
CA,San Joaquin County,06077,224166.0,433295.0,California,51.735191959288706,209129.0,-3.7648080407112943
CA,San Luis Obispo County,06079,135009.0,213215.0,California,63.320591890814434,78206.0,7.820591890814434
CA,San Mateo County,06081,314384.0,486010.0,California,64.6867348408469,171626.0,9.186734840846896
CA,Santa Barbara County,06083,176786.0,278445.0,California,63.49045592486846,101659.0,7.9904559248684635
CA,Santa Clara County,06085,703709.0,1142325.0,California,61.60322150001094,438616.0,6.103221500010939
CA,Santa Cruz County,06087,128821.0,187645.0,California,68.65144288416958,58824.0,13.151442884169583
CA,Shasta County,06089,80053.0,136655.0,California,58.580366616662396,56602.0,3.0803666166623955
CA,Sierra County,06091,1830.0,2435.0,California,75.15400410677618,605.0,19.654004106776185
CA,Siskiyou County,06093,20492.0,33780.0,California,60.663114268798104,13288.0,5.163114268798104
CA,Solano County,06095,166113.0,296030.0,California,56.11356957065162,129917.0,0.6135695706516202
CA,Sonoma County,06097,231253.0,350055.0,California,66.06190455785519,118802.0,10.561904557855186
CA,Stanislaus County,06099,172146.0,328050.0,California,52.47553726566072,155904.0,-3.0244627343392807
CA,Sutter County,06101,33523.0,59845.0,California,56.01637563706241,26322.0,0.51637563706241
CA,Tehama County,06103,23908.0,45460.0,California,52.59128904531456,21552.0,-2.9087109546854393
CA,Trinity County,06105,5686.0,10470.0,California,54.30754536771729,4784.0,-1.1924546322827112
CA,Tulare County,06107,112334.0,245640.0,California,45.73115127829344,133306.0,-9.768848721706561
CA,Tuolumne County,06109,25529.0,43960.0,California,58.073248407643305,18431.0,2.5732484076433053
CA,Ventura County,06111,351726.0,542060.0,California,64.8869128878722,190334.0,9.3869128878722
CA,Yolo County,06113,82090.0,140945.0,California,58.24257689169534,58855.0,2.742576891695343
CA,Yuba County,06115,22998.0,48745.0,California,47.180223612678226,25747.0,-8.319776387321774
CO,Adams County,08001,193665.0,300160.0,Colorado,64.52058901918977,106495.0,9.02058901918977
CO,Alamosa County,08003,6939.0,11395.0,Colorado,60.89512944273804,4456.0,5.395129442738039
CO,Arapahoe County,08005,303046.0,420240.0,Colorado,72.11260232248239,117194.0,16.612602322482388
CO,Archuleta County,08007,7339.0,9775.0,Colorado,75.07928388746802,2436.0,19.579283887468023
CO,Baca County,08009,2153.0,2790.0,Colorado,77.168458781362,637.0,21.668458781362006
CO,Bent County,08011,1927.0,4640.0,Colorado,41.5301724137931,2713.0,-13.969827586206897
CO,Boulder County,08013,188142.0,232475.0,Colorado,80.92999247230885,44333.0,25.429992472308854
CO,Broomfield County,08014,37689.0,44905.0,Colorado,83.93051998663846,7216.0,28.43051998663846
CO,Chaffee County,08015,11250.0,15330.0,Colorado,73.38551859099805,4080.0,17.885518590998046
CO,Cheyenne County,08017,1102.0,1350.0,Colorado,81.62962962962963,248.0,26.129629629629633
CO,Clear Creek County,08019,5866.0,7595.0,Colorado,77.23502304147466,1729.0,21.735023041474662
CO,Conejos County,08021,4022.0,5810.0,Colorado,69.22547332185887,1788.0,13.725473321858871
CO,Costilla County,08023,1848.0,2765.0,Colorado,66.83544303797468,917.0,11.335443037974684
CO,Crowley County,08025,1527.0,4510.0,Colorado,33.85809312638581,2983.0,-21.64190687361419
CO,Custer County,08027,3066.0,3540.0,Colorado,86.61016949152543,474.0,31.110169491525426
CO,Delta County,08029,16790.0,23180.0,Colorado,72.43313201035375,6390.0,16.933132010353745
CO,Denver County,08031,331852.0,462375.0,Colorado,71.77118140037848,130523.0,16.27118140037848
CO,Dolores County,08033,1255.0,1420.0,Colorado,88.38028169014085,165.0,32.88028169014085
CO,Douglas County,08035,187499.0,216345.0,Colorado,86.66666666666667,28846.0,31.16666666666667
CO,Eagle County,08037,25223.0,33675.0,Colorado,74.90126206384559,8452.0,19.401262063845593
CO,Elbert County,08039,15978.0,18305.0,Colorado,87.28762633160339,2327.0,31.78762633160339
CO,El Paso County,08041,318967.0,477295.0,Colorado,66.82806230947318,158328.0,11.328062309473182
CO,Fremont County,08043,21973.0,38550.0,Colorado,56.998702983138784,16577.0,1.4987029831387844
CO,Garfield County,08045,26470.0,36035.0,Colorado,73.45636187040377,9565.0,17.956361870403768
CO,Gilpin County,08047,3576.0,4495.0,Colorado,79.55506117908787,919.0,24.055061179087872
CO,Grand County,08049,8588.0,11255.0,Colorado,76.3038649489116,2667.0,20.803864948911595
CO,Gunnison County,08051,9412.0,12780.0,Colorado,73.64632237871675,3368.0,18.146322378716746
CO,Hinsdale County,08053,589.0,705.0,Colorado,83.54609929078013,116.0,28.046099290780134
CO,Huerfano County,08055,3783.0,5460.0,Colorado,69.28571428571428,1677.0,13.785714285714278
CO,Jackson County,08057,861.0,1020.0,Colorado,84.41176470588235,159.0,28.911764705882348
CO,Jefferson County,08059,328882.0,425475.0,Colorado,77.29760855514425,96593.0,21.79760855514425
CO,Kiowa County,08061,855.0,1050.0,Colorado,81.42857142857143,195.0,25.92857142857143
CO,Kit Carson County,08063,3702.0,5750.0,Colorado,64.38260869565218,2048.0,8.88260869565218
CO,Lake County,08065,3199.0,5320.0,Colorado,60.131578947368425,2121.0,4.631578947368425
CO,La Plata County,08067,31150.0,42515.0,Colorado,73.26825826178995,11365.0,17.768258261789953
CO,Larimer County,08069,195980.0,250545.0,Colorado,78.22147717974815,54565.0,22.72147717974815
CO,Las Animas County,08071,6793.0,11320.0,Colorado,60.00883392226149,4527.0,4.508833922261488
CO,Lincoln County,08073,2436.0,4255.0,Colorado,57.250293772032904,1819.0,1.7502937720329044
CO,Logan County,08075,9722.0,16875.0,Colorado,57.611851851851846,7153.0,2.1118518518518457
CO,Mesa County,08077,77653.0,112010.0,Colorado,69.32684581733774,34357.0,13.826845817337741
CO,Mineral County,08079,652.0,730.0,Colorado,89.31506849315069,78.0,33.81506849315069
CO,Moffat County,08081,6525.0,9285.0,Colorado,70.27463651050081,2760.0,14.774636510500812
CO,Montezuma County,08083,12858.0,19830.0,Colorado,64.84114977307111,6972.0,9.341149773071109
CO,Montrose County,08085,21186.0,30045.0,Colorado,70.51422865701447,8859.0,15.01422865701447
CO,Morgan County,08087,11960.0,18400.0,Colorado,65.0,6440.0,9.5
CO,Otero County,08089,8452.0,13320.0,Colorado,63.453453453453456,4868.0,7.953453453453456
CO,Ouray County,08091,3310.0,3950.0,Colorado,83.79746835443038,640.0,28.29746835443038
CO,Park County,08093,10417.0,13330.0,Colorado,78.1470367591898,2913.0,22.647036759189803
CO,Phillips County,08095,2332.0,3090.0,Colorado,75.46925566343042,758.0,19.969255663430417
CO,Pitkin County,08097,10523.0,13275.0,Colorado,79.26930320150659,2752.0,23.769303201506588
CO,Prowers County,08099,5016.0,8255.0,Colorado,60.763173834039975,3239.0,5.263173834039975
CO,Pueblo County,08101,78646.0,120805.0,Colorado,65.10161003269732,42159.0,9.601610032697323
CO,Rio Blanco County,08103,3450.0,4955.0,Colorado,69.62663975782039,1505.0,14.126639757820385
CO,Rio Grande County,08105,5534.0,8380.0,Colorado,66.0381861575179,2846.0,10.538186157517899
CO,Routt County,08107,13986.0,18345.0,Colorado,76.23875715453802,4359.0,20.73875715453802
CO,Saguache County,08109,2835.0,4325.0,Colorado,65.54913294797687,1490.0,10.049132947976872
CO,San Juan County,08111,506.0,495.0,Colorado,100.0,0.0,44.5
CO,San Miguel County,08113,4329.0,5910.0,Colorado,73.248730964467,1581.0,17.748730964467
CO,Sedgwick County,08115,1364.0,1825.0,Colorado,74.73972602739725,461.0,19.239726027397253
CO,Summit County,08117,16174.0,22340.0,Colorado,72.39928379588183,6166.0,16.89928379588183
CO,Teller County,08119,14444.0,18825.0,Colorado,76.7277556440903,4381.0,21.227755644090294
CO,Washington County,08121,2733.0,3685.0,Colorado,74.16553595658073,952.0,18.665535956580726
CO,Weld County,08123,135428.0,189005.0,Colorado,71.65313086955372,53577.0,16.15313086955372
CO,Yuma County,08125,4791.0,6750.0,Colorado,70.97777777777777,1959.0,15.477777777777774
CT,Fairfield County,09001,421209.0,618280.0,Connecticut,68.12592999935305,197071.0,12.625929999353048
CT,Hartford County,09003,406864.0,644940.0,Connecticut,63.08555834651285,238076.0,7.5855583465128475
CT,Litchfield County,09005,97442.0,143400.0,Connecticut,67.95118549511855,45958.0,12.451185495118551
CT,Middlesex County,09007,88624.0,127550.0,Connecticut,69.48177185417484,38926.0,13.981771854174838
CT,New Haven County,09009,379006.0,631715.0,Connecticut,59.996359117640075,252709.0,4.4963591176400755
CT,New London County,09011,123528.0,208340.0,Connecticut,59.29154267063454,84812.0,3.7915426706345414
CT,Tolland County,09013,77424.0,119015.0,Connecticut,65.05398479183296,41591.0,9.55398479183296
CT,Windham County,09015,50823.0,89640.0,Connecticut,56.696787148594375,38817.0,1.1967871485943746
DE,Kent County,10001,74598.0,126715.0,Delaware,58.87069407725999,52117.0,3.3706940772599907
